,sample,structure,x,y,z,r,parent
0,1,0,2173583.5,3071876.75,3450999.25,1.0,-1
1,9,0,2200364.75,3096263.5,3469809.75,1.0,1
2,17,0,2236974.0,3104136.5,3493520.75,1.0,9
3,23,0,2270278.75,3098632.5,3490591.0,1.0,17
4,31,0,2308521.0,3090150.25,3491524.75,1.0,23
5,37,0,2325771.0,3090124.75,3489556.0,1.0,31
6,44,64,2360474.0,3090730.25,3486614.5,1.0,37
7,52,160,2381388.25,3094404.0,3473165.25,1.0,44
8,60,0,2405286.5,3092554.5,3457882.0,1.0,52
9,55,0,2389161.5,3081806.5,3450034.5,1.0,60
10,50,0,2378396.0,3077341.5,3447932.75,1.0,55
11,47,0,2370028.75,3068376.75,3440638.0,1.0,50
12,62,0,2411888.25,3090722.5,3452036.5,1.0,60
13,64,0,2426825.75,3094995.75,3438630.25,1.0,62
14,69,0,2444747.5,3111335.75,3424337.25,1.0,64
15,70,0,2447708.5,3134845.5,3404618.5,1.0,69
16,75,0,2459067.75,3141997.75,3406573.5,1.0,70
17,72,0,2450942.75,3144382.5,3405061.75,1.0,75
18,67,0,2442942.75,3144427.5,3404491.5,1.0,72
19,65,0,2435130.25,3137005.5,3398640.0,1.0,67
20,63,0,2417239.75,3133939.25,3389731.75,1.0,65
21,56,0,2394903.75,3121177.5,3386759.0,1.0,63
22,51,0,2378403.75,3114197.0,3385806.0,1.0,56
23,42,0,2355146.0,3099872.75,3375893.75,1.0,51
24,35,0,2322286.5,3070035.0,3369003.25,1.0,42
25,32,0,2310317.75,3064554.5,3366278.5,1.0,35
26,26,0,2289435.0,3051160.0,3366059.75,1.0,32
27,21,0,2252974.0,3026812.25,3379847.0,1.0,26
28,15,160,2230958.5,3006142.25,3388682.75,1.0,21
29,12,64,2213927.25,2997923.5,3390661.5,1.0,15
30,7,0,2196302.25,2988181.5,3393626.25,1.0,12
31,49,0,2376036.5,3110212.75,3399640.0,1.0,51
32,46,0,2366278.75,3101677.5,3418397.75,1.0,49
33,41,0,2351497.5,3085843.5,3454999.25,1.0,46
34,39,0,2338364.75,3081255.5,3477743.5,1.0,41
35,34,0,2321021.0,3076724.25,3500442.75,1.0,39
36,30,0,2304333.5,3076726.25,3519173.0,1.0,34
37,24,0,2278638.25,3070644.25,3545981.75,1.0,30
38,19,0,2248755.25,3046888.5,3583485.5,1.0,24
39,13,0,2219653.75,3031673.5,3623001.25,1.0,19
40,8,0,2197958.5,3025570.0,3639829.25,1.0,13
41,3,0,2188997.5,3007913.75,3660638.0,1.0,8
42,2,0,2176583.5,2983310.25,3674333.25,1.0,3
43,78,0,2470458.5,3156499.75,3410520.75,1.0,75
44,79,0,2473372.5,3161318.0,3405495.25,1.0,78
45,76,0,2468614.75,3149120.75,3394634.0,1.0,79
46,68,0,2443075.75,3124560.25,3385718.0,1.0,76
47,81,0,2497067.75,3177870.75,3432323.5,1.0,79
48,85,64,2548052.25,3219794.75,3440327.5,1.0,81
49,87,0,2560075.75,3219251.75,3459073.5,1.0,85
50,88,0,2571942.75,3233326.0,3477352.75,1.0,87
51,83,0,2506216.25,3294195.0,3465829.25,1.0,88
52,74,0,2458966.25,3320271.25,3477860.5,1.0,83
53,58,0,2403974.0,3357538.75,3499739.5,1.0,74
54,45,0,2361638.25,3376921.75,3544411.5,1.0,58
55,38,0,2333997.5,3398160.0,3593556.0,1.0,45
56,36,0,2324630.25,3384980.25,3655044.25,1.0,38
57,27,0,2297153.75,3386595.5,3692388.0,1.0,36
58,29,0,2300567.75,3389718.5,3707208.25,1.0,27
59,40,0,2345388.25,3411005.5,3777364.5,1.0,29
60,53,0,2386114.75,3443919.75,3832786.5,1.0,40
61,59,0,2404700.75,3490794.75,3912825.5,1.0,53
62,71,0,2450591.25,3521107.25,4009606.75,1.0,59
63,84,0,2509130.25,3568663.75,4115431.25,1.0,71
64,86,0,2559380.25,3625273.25,4190700.75,1.0,84
65,89,0,2618607.0,3688574.0,4307044.5,1.0,86
66,90,0,2645442.75,3727583.75,4372005.5,1.0,89
67,91,0,2680708.5,3776759.5,4450423.5,1.0,90
68,92,0,2716724.0,3822552.5,4509685.0,1.0,91
69,93,0,2776278.75,3854238.0,4579861.0,1.0,92
70,94,0,2820560.0,3871290.75,4615454.5,1.0,93
71,95,192,2864161.5,3884642.25,4635532.5,1.0,94
72,96,64,2895841.25,3901771.25,4655849.0,1.0,95
73,97,0,2925716.25,3919990.0,4697474.0,1.0,96
74,98,0,2958583.5,3950286.75,4747872.5,1.0,97
75,100,0,2972935.0,3986314.25,4797228.0,1.0,98
76,103,0,2981286.5,3993021.25,4832884.5,1.0,100
77,101,0,2975294.5,3996679.5,4852669.5,1.0,103
78,99,0,2972271.0,4021593.5,4897212.5,1.0,101
79,102,0,2978185.0,4044199.0,4940654.0,1.0,99
80,105,0,2989560.0,4072779.0,5012759.5,1.0,102
81,108,0,3007599.0,4078234.25,5024810.0,1.0,105
82,113,0,3026661.5,4101345.25,5056220.0,1.0,108
83,114,192,3026739.75,4126942.75,5085950.5,1.0,113
84,116,64,3036794.5,4150109.0,5130419.5,1.0,114
85,118,0,3068489.75,4161827.75,5189400.0,1.0,116
86,128,0,3125599.0,4151976.0,5256958.5,1.0,118
87,162,0,3193435.0,4133114.75,5331072.0,1.0,128
88,345,0,3258497.5,4122741.75,5379462.5,1.0,162
89,416,0,3284864.75,4114216.25,5397236.0,1.0,345
90,432,0,3291396.0,4109966.25,5402169.5,1.0,416
91,422,0,3288919.5,4116648.0,5427911.5,1.0,432
92,412,0,3283630.25,4134308.0,5454447.0,1.0,422
93,355,0,3263325.75,4126655.75,5476314.0,1.0,412
94,199,0,3214325.75,4125136.25,5510947.0,1.0,355
95,168,0,3197575.75,4115357.0,5519833.5,1.0,199
96,144,0,3170685.0,4111620.5,5550958.5,1.0,168
97,139,0,3154771.0,4109280.75,5568239.5,1.0,144
98,134,192,3145599.0,4107484.0,5592947.0,1.0,139
99,132,64,3140247.5,4109317.75,5602857.0,1.0,134
100,130,0,3129505.25,4112245.5,5648236.0,1.0,132
101,126,0,3122349.0,4111105.0,5692736.0,1.0,130
102,127,0,3124427.25,4119005.25,5726298.5,1.0,126
103,131,0,3140028.75,4123888.25,5767888.0,1.0,127
104,137,0,3151607.0,4126960.5,5808040.5,1.0,131
105,143,0,3169411.5,4127214.25,5847853.0,1.0,137
106,160,0,3193255.25,4127564.0,5884517.0,1.0,143
107,191,0,3212028.75,4127571.75,5917107.0,1.0,160
108,197,0,3213583.5,4111138.25,5932021.0,1.0,191
109,190,0,3210794.5,4099771.0,5926032.5,1.0,197
110,172,0,3198872.5,4091046.75,5909208.5,1.0,190
111,169,0,3197638.25,4100767.0,5887454.5,1.0,172
112,182,0,3205435.0,4108872.5,5873544.5,1.0,169
113,185,0,3206817.75,4106280.75,5857622.5,1.0,182
114,175,0,3200567.75,4104735.75,5827169.5,1.0,185
115,159,0,3191028.75,4104450.75,5781728.0,1.0,175
116,149,0,3177919.5,4096538.5,5748525.0,1.0,159
117,142,0,3167138.25,4088017.25,5728349.0,1.0,149
118,141,0,3161153.75,4084353.25,5720118.5,1.0,142
119,140,0,3159974.0,4080103.25,5702626.5,1.0,141
120,138,0,3153341.25,4077683.25,5688802.0,1.0,140
121,135,0,3148005.25,4064861.0,5668661.5,1.0,138
122,133,0,3140872.5,4064847.5,5634407.5,1.0,135
123,125,0,3118739.75,4069136.5,5617611.0,1.0,133
124,122,0,3110989.75,4067222.5,5597857.0,1.0,125
125,123,0,3111817.75,4066079.75,5590915.5,1.0,122
