,sample,structure,x,y,z,r,parent
0,1,160,5545857.0,1694691.125,10085224.0,1.0,-1
1,2,0,5551911.5,1695298.625,10083243.0,1.0,1
2,3,0,5563747.5,1698449.0,10080118.0,1.0,2
3,4,0,5568872.5,1692253.625,10070622.0,1.0,3
4,5,0,5577552.0,1676370.875,10057563.0,1.0,4
5,6,0,5583646.0,1655107.125,10047876.0,1.0,5
6,7,0,5590786.5,1629556.375,10041692.0,1.0,6
7,22,0,5602669.5,1613712.625,10035567.0,1.0,7
8,17,0,5600239.5,1633786.875,10040720.0,1.0,22
9,21,0,5602646.0,1662404.0,10041712.0,1.0,17
10,26,0,5606833.5,1681611.125,10043712.0,1.0,21
11,32,0,5619372.5,1664988.0,10039755.0,1.0,26
12,34,0,5623560.0,1656941.125,10036341.0,1.0,32
13,41,0,5632482.0,1647779.0,10034110.0,1.0,34
14,63,0,5647458.5,1654429.5,10034896.0,1.0,41
15,87,0,5673044.5,1664263.375,10032813.0,1.0,63
16,89,0,5690810.0,1672386.5,10036259.0,1.0,87
17,91,0,5700310.0,1678841.5,10039751.0,1.0,89
18,93,0,5716177.0,1684204.875,10044626.0,1.0,91
19,36,0,5628755.5,1656349.375,10042731.0,1.0,32
20,47,0,5637114.5,1647206.75,10041630.0,1.0,36
21,46,0,5634911.5,1634318.125,10038771.0,1.0,47
22,37,0,5629068.0,1626007.625,10038243.0,1.0,46
23,39,0,5629536.5,1619605.25,10040731.0,1.0,37
24,42,0,5632505.5,1617140.375,10041700.0,1.0,39
25,58,0,5643872.5,1647802.5,10040677.0,1.0,47
26,64,0,5647896.0,1650230.25,10040743.0,1.0,58
27,35,0,5628333.5,1651839.625,10045646.0,1.0,36
28,40,0,5631685.0,1642661.875,10047130.0,1.0,35
29,61,0,5645388.0,1644749.75,10044731.0,1.0,40
30,83,0,5667529.0,1658775.125,10043646.0,1.0,61
31,85,0,5669583.5,1663046.625,10042763.0,1.0,83
32,88,0,5675552.0,1664851.375,10045681.0,1.0,85
33,44,0,5633146.0,1622253.625,10043739.0,1.0,40
34,49,0,5638138.0,1613784.875,10044177.0,1.0,44
35,55,0,5639693.0,1578409.875,10034204.0,1.0,49
36,51,0,5638388.0,1560150.125,10039759.0,1.0,55
37,56,0,5639841.5,1551011.5,10037560.0,1.0,51
38,45,0,5633943.0,1551562.25,10040216.0,1.0,56
39,29,0,5613380.5,1547970.5,10039739.0,1.0,45
40,20,0,5602614.5,1551025.125,10042271.0,1.0,29
41,57,0,5640880.5,1540199.0,10036771.0,1.0,56
42,43,0,5632966.5,1531519.25,10035704.0,1.0,57
43,30,0,5615802.0,1526677.5,10039747.0,1.0,43
44,38,0,5629122.5,1563798.625,10039696.0,1.0,51
45,31,0,5619341.5,1565021.25,10040751.0,1.0,38
46,18,0,5600247.5,1704742.0,10049403.0,1.0,26
47,15,0,5596630.5,1720765.375,10051583.0,1.0,18
48,19,0,5600294.5,1730607.125,10075399.0,1.0,15
49,23,0,5603052.0,1721202.875,10098958.0,1.0,19
50,25,0,5605146.0,1715722.375,10106868.0,1.0,23
51,27,0,5607833.5,1707503.625,10116751.0,1.0,25
52,28,0,5612013.0,1700197.0,10129599.0,1.0,27
53,11,0,5593083.5,1706872.75,10031673.0,1.0,15
54,8,0,5591005.5,1726931.375,10038767.0,1.0,11
55,14,0,5595458.5,1724197.0,10028849.0,1.0,8
56,10,0,5593075.5,1698298.625,10021942.0,1.0,14
57,13,0,5594880.5,1671515.375,10017017.0,1.0,10
58,9,0,5592474.0,1644788.875,10011048.0,1.0,13
59,12,0,5594263.0,1617378.625,10004153.0,1.0,9
60,16,0,5600232.0,1589984.125,10000220.0,1.0,12
61,24,0,5604427.0,1567238.0,9996212.0,1.0,16
62,33,0,5621747.5,1541868.875,9995142.0,1.0,24
63,48,0,5637185.0,1519242.0,9995747.0,1.0,33
64,66,0,5648654.0,1490986.125,9990333.0,1.0,48
65,81,0,5658536.5,1470044.625,9990271.0,1.0,66
66,80,0,5657654.0,1464265.375,9987474.0,1.0,81
67,67,0,5650458.5,1468589.625,9983450.0,1.0,80
68,69,0,5652810.0,1499216.5,9987317.0,1.0,67
69,70,160,5652818.0,1523595.5,9988325.0,1.0,69
70,77,64,5654021.0,1552208.75,9981345.0,1.0,70
71,73,0,5653404.0,1578882.625,9983419.0,1.0,77
72,75,0,5653411.5,1608517.375,9987310.0,1.0,73
73,78,0,5655458.5,1628919.625,9990259.0,1.0,75
74,79,0,5656997.5,1655501.75,9995251.0,1.0,78
75,76,0,5653982.0,1683308.375,9999263.0,1.0,79
76,74,0,5653404.0,1711706.75,10002212.0,1.0,76
77,71,0,5652818.0,1740325.875,10007048.0,1.0,74
78,72,0,5652818.0,1769521.25,10011005.0,1.0,71
79,68,0,5651224.0,1798156.0,10016118.0,1.0,72
80,62,0,5645654.0,1836513.375,10017837.0,1.0,68
81,59,0,5643904.0,1872021.25,10002036.0,1.0,62
82,60,0,5644450.5,1907146.25,9980435.0,1.0,59
83,53,0,5639661.5,1936390.375,9954622.0,1.0,60
84,54,0,5639661.5,1969947.0,9934907.0,1.0,53
85,50,0,5638161.5,2006685.25,9911724.0,1.0,54
86,52,0,5639193.0,2035609.125,9892478.0,1.0,50
87,65,0,5648294.5,2063628.625,9868099.0,1.0,52
88,82,0,5658786.5,2087986.125,9845981.0,1.0,65
89,84,0,5668333.5,2116458.75,9821360.0,1.0,82
90,86,0,5670122.5,2123972.5,9811450.0,1.0,84
91,90,0,5699677.0,2134259.5,9786802.0,1.0,86
92,92,0,5714943.0,2158613.0,9756095.0,1.0,90
93,94,0,5731083.5,2186603.25,9726431.0,1.0,92
94,95,0,5738208.5,2215824.0,9709669.0,1.0,94
95,96,0,5748435.0,2245658.0,9689290.0,1.0,95
96,97,0,5757864.5,2271476.25,9676388.0,1.0,96
97,98,0,5776630.5,2298056.5,9652017.0,1.0,97
98,101,0,5793818.0,2328035.0,9618712.0,1.0,98
99,102,0,5794466.5,2341890.5,9604692.0,1.0,101
100,99,0,5789083.5,2368964.5,9580169.0,1.0,102
101,100,0,5793279.0,2385730.25,9546442.0,1.0,99
102,103,0,5797021.0,2401599.25,9535310.0,1.0,100
103,104,0,5808739.5,2425747.75,9522880.0,1.0,103
104,106,0,5817505.5,2439277.0,9506946.0,1.0,104
105,108,0,5831966.5,2445984.25,9489157.0,1.0,106
106,112,0,5840529.0,2450161.75,9477493.0,1.0,108
107,122,0,5853575.5,2430175.5,9481185.0,1.0,112
108,134,0,5858857.0,2421036.75,9481306.0,1.0,122
109,142,0,5862575.5,2422822.0,9476384.0,1.0,134
110,151,0,5867943.0,2417697.0,9464423.0,1.0,142
111,195,0,5887661.5,2413089.5,9459540.0,1.0,151
112,199,0,5896591.5,2413722.5,9451622.0,1.0,195
113,200,0,5900794.5,2411345.5,9445435.0,1.0,199
114,198,0,5896427.0,2409478.25,9448720.0,1.0,199
115,138,0,5860482.0,2416093.5,9482993.0,1.0,134
116,130,0,5857200.5,2415249.75,9475462.0,1.0,138
117,127,0,5856271.0,2416890.5,9471884.0,1.0,130
118,126,0,5855982.0,2422828.0,9467782.0,1.0,127
119,136,0,5859552.0,2432380.5,9465481.0,1.0,126
120,143,0,5863755.5,2424490.0,9467407.0,1.0,126
121,154,0,5869130.5,2415144.25,9461493.0,1.0,127
