,sample,structure,x,y,z,r,parent
0,1,0,5491536.5,2331451.0,8616458.0,1.0,-1
1,3,0,5494302.0,2325163.75,8617341.0,1.0,1
2,12,0,5514622.5,2323642.25,8612399.0,1.0,3
3,13,0,5526271.0,2319988.0,8608446.0,1.0,12
4,16,0,5554357.0,2319919.75,8607610.0,1.0,13
5,2,0,5493224.0,2378306.5,8625442.0,1.0,1
6,4,0,5500443.0,2413714.5,8625372.0,1.0,2
7,7,0,5507005.5,2424667.75,8612462.0,1.0,4
8,5,0,5506458.5,2424642.25,8628356.0,1.0,7
9,14,0,5526497.5,2407019.25,8671849.0,1.0,5
10,17,0,5565029.0,2393562.25,8687103.0,1.0,14
11,20,0,5583591.5,2391173.5,8689548.0,1.0,17
12,22,0,5593372.5,2389400.25,8689599.0,1.0,20
13,19,0,5578419.5,2377572.0,8673259.0,1.0,20
14,11,0,5512763.0,2427140.5,8609337.0,1.0,7
15,15,0,5527904.0,2451406.0,8642146.0,1.0,11
16,18,0,5567419.5,2514285.0,8794481.0,1.0,15
17,21,0,5586544.5,2542353.25,8934876.0,1.0,18
18,23,0,5600169.5,2544794.75,9038685.0,1.0,21
19,24,0,5605021.0,2544124.75,9084103.0,1.0,23
20,25,0,5622302.0,2541724.25,9113728.0,1.0,24
21,26,0,5642661.5,2557372.75,9172060.0,1.0,25
22,27,0,5661138.0,2537982.25,9228540.0,1.0,26
23,28,0,5672654.0,2531870.75,9281774.0,1.0,27
24,29,0,5682818.0,2543482.25,9319110.0,1.0,28
25,30,0,5692700.5,2590947.0,9340060.0,1.0,29
26,31,0,5712646.0,2592191.25,9385552.0,1.0,30
27,32,0,5735325.5,2577505.5,9414146.0,1.0,31
28,33,160,5747880.5,2624402.0,9391415.0,1.0,32
29,34,64,5787177.0,2648761.5,9402329.0,1.0,33
30,35,0,5846497.5,2703802.5,9382501.0,1.0,34
31,36,0,5863224.0,2745363.0,9362790.0,1.0,35
32,37,0,5888286.5,2788753.75,9313216.0,1.0,36
33,38,0,5922349.0,2813411.75,9251427.0,1.0,37
34,39,0,5967193.0,2825285.0,9185778.0,1.0,38
35,40,0,5987489.5,2820372.75,9149181.0,1.0,39
36,41,0,6014216.5,2789904.0,9169060.0,1.0,40
37,42,0,6042982.0,2758300.5,9205544.0,1.0,41
38,43,0,6120724.0,2710169.75,9287626.0,1.0,42
39,44,0,6157138.0,2696742.0,9317345.0,1.0,43
