,sample,structure,x,y,z,r,parent
0,1,0,4127950.75,4286497.5,4871314.0,1.0,-1
1,5,0,4135083.5,4281462.5,4862954.5,1.0,1
2,7,0,4137528.75,4259671.5,4849618.5,1.0,5
3,4,0,4133380.25,4246323.5,4837036.5,1.0,7
4,2,0,4129130.25,4233511.0,4822950.5,1.0,4
5,9,0,4150052.25,4231113.0,4815927.0,1.0,2
6,11,0,4163810.0,4207896.0,4818829.5,1.0,9
7,16,0,4179935.0,4193974.0,4820931.0,1.0,11
8,27,0,4202052.0,4186620.5,4820896.0,1.0,16
9,35,0,4218575.5,4182972.25,4818966.5,1.0,27
10,42,0,4235529.0,4178060.0,4816927.0,1.0,35
11,58,0,4252708.5,4165915.5,4812884.5,1.0,42
12,78,0,4270185.0,4165927.25,4810044.5,1.0,58
13,99,0,4297622.5,4172583.5,4812618.5,1.0,78
14,119,0,4316739.5,4185417.5,4821935.0,1.0,99
15,138,0,4338271.0,4195767.0,4829829.5,1.0,119
16,144,0,4341294.5,4198197.0,4828415.5,1.0,138
17,157,0,4351638.0,4204292.5,4831732.0,1.0,144
18,183,0,4371216.5,4206714.5,4833790.5,1.0,157
19,225,0,4386841.5,4211072.0,4825575.5,1.0,183
20,262,0,4400419.5,4216167.5,4821845.0,1.0,225
21,324,0,4410607.0,4220118.5,4823857.0,1.0,262
22,353,0,4416794.5,4228648.0,4825786.5,1.0,324
23,381,0,4422247.5,4237134.5,4827368.5,1.0,353
24,375,0,4421489.5,4249361.0,4828435.0,1.0,381
25,376,0,4421880.5,4254234.0,4829900.0,1.0,375
26,359,0,4418911.5,4259062.0,4833802.0,1.0,376
27,382,0,4422521.0,4271402.0,4834767.0,1.0,359
28,389,0,4423130.5,4276134.5,4836130.5,1.0,382
29,402,0,4426083.5,4282827.5,4840751.5,1.0,389
30,470,0,4443810.0,4301085.5,4840775.0,1.0,402
31,483,0,4446443.0,4306497.5,4844509.5,1.0,470
32,468,0,4443458.5,4312208.5,4850724.0,1.0,483
33,454,0,4438083.5,4312710.5,4843888.0,1.0,468
34,394,0,4424333.5,4259118.5,4835814.0,1.0,376
35,420,0,4429700.5,4267390.0,4836782.5,1.0,394
36,478,0,4445232.0,4278038.5,4841673.5,1.0,420
37,475,0,4444630.5,4282169.5,4840755.5,1.0,478
38,495,0,4451224.0,4288323.5,4843693.0,1.0,475
39,508,0,4456021.0,4290757.5,4844693.0,1.0,495
40,516,0,4460193.0,4302443.0,4845700.5,1.0,508
41,530,0,4468560.0,4316671.5,4859497.5,1.0,516
42,533,0,4470349.0,4324864.5,4847646.0,1.0,530
43,506,0,4455864.5,4337013.0,4848685.0,1.0,533
44,484,0,4447060.0,4333749.5,4842720.0,1.0,506
45,448,0,4436294.5,4337025.0,4840716.5,1.0,484
46,413,0,4428833.5,4338864.5,4837794.5,1.0,448
47,370,0,4421325.5,4344343.5,4833415.5,1.0,413
48,345,0,4415075.5,4346163.5,4832849.0,1.0,370
49,476,0,4444943.0,4330009.5,4840239.5,1.0,484
50,457,0,4438708.5,4327290.5,4836900.0,1.0,476
51,433,0,4432669.5,4328433.0,4835509.5,1.0,457
52,414,0,4429114.5,4328781.0,4838775.0,1.0,433
53,425,0,4430911.5,4333786.5,4837825.5,1.0,414
54,408,0,4427896.0,4335822.0,4835822.0,1.0,425
55,385,160,4422677.0,4341880.5,4842689.0,1.0,408
56,411,64,4428021.0,4345558.0,4852618.5,1.0,385
57,407,0,4427357.0,4342495.5,4844771.0,1.0,411
58,391,0,4423669.5,4336429.0,4839763.0,1.0,407
59,490,160,4450005.5,4281224.0,4838708.5,1.0,478
60,496,64,4451771.0,4294364.5,4837493.5,1.0,490
61,505,0,4455380.5,4297997.5,4835759.5,1.0,496
62,503,0,4454646.0,4301681.0,4836728.0,1.0,505
63,502,0,4454200.5,4314458.5,4838775.0,1.0,503
64,479,0,4445638.0,4313859.0,4843677.0,1.0,502
65,458,0,4439310.0,4314482.0,4841724.0,1.0,479
66,492,0,4450779.0,4301068.0,4837782.5,1.0,503
67,450,0,4437466.5,4305566.0,4837841.5,1.0,492
68,439,0,4434505.5,4310820.0,4832864.5,1.0,450
69,3,0,4130911.5,4307177.0,4887212.5,1.0,1
70,6,64,4135130.25,4319343.5,4902974.0,1.0,3
71,8,160,4148247.5,4330835.5,4914759.5,1.0,6
72,10,0,4157060.0,4329728.0,4922782.5,1.0,8
73,13,0,4165036.5,4333374.5,4927782.5,1.0,10
74,14,0,4169192.75,4330159.5,4925220.0,1.0,13
75,20,0,4192489.75,4310972.0,4916599.0,1.0,14
76,24,0,4197497.5,4288392.0,4882458.5,1.0,20
77,23,0,4196060.0,4276771.0,4854048.5,1.0,24
78,26,160,4200247.5,4244691.0,4830864.5,1.0,23
79,30,64,4211005.5,4224568.0,4808095.0,1.0,26
80,29,0,4209568.0,4206745.5,4788368.5,1.0,30
81,31,0,4211599.0,4190911.5,4766657.5,1.0,29
82,32,0,4211630.5,4194017.0,4748798.5,1.0,31
83,33,0,4215818.0,4192069.75,4735118.5,1.0,32
84,36,0,4220552.0,4192423.25,4731087.5,1.0,33
85,37,0,4227279.0,4198204.5,4724470.0,1.0,36
86,39,192,4230146.0,4196347.0,4724126.5,1.0,37
87,40,0,4232591.5,4201029.0,4720618.5,1.0,39
88,48,0,4242693.0,4206753.5,4715751.5,1.0,40
89,54,0,4247482.0,4214329.5,4713302.0,1.0,48
90,67,0,4264107.0,4221947.0,4707306.0,1.0,54
91,81,0,4272544.5,4234156.0,4709275.0,1.0,67
92,90,160,4283927.0,4258573.5,4716130.5,1.0,81
93,111,64,4306630.5,4279802.0,4721118.5,1.0,90
94,43,0,4236130.5,4205493.5,4715232.0,1.0,40
95,51,0,4244216.5,4215866.5,4707275.0,1.0,43
96,57,0,4252138.0,4232484.0,4708755.5,1.0,51
97,77,0,4270146.0,4245281.0,4710286.5,1.0,57
98,86,0,4282091.5,4260136.0,4712271.0,1.0,77
99,89,0,4283896.0,4261929.0,4713247.5,1.0,86
100,46,64,4241302.0,4189665.5,4716177.0,1.0,39
101,61,0,4256036.5,4184177.25,4701306.0,1.0,46
102,62,0,4259888.0,4172530.75,4684857.0,1.0,61
103,63,0,4260614.5,4175048.25,4671122.5,1.0,62
104,84,0,4277224.0,4179706.5,4672193.0,1.0,63
105,96,0,4295271.0,4199413.5,4676646.0,1.0,84
106,103,0,4299521.0,4201820.0,4675654.0,1.0,96
107,102,0,4298857.0,4205501.5,4696361.0,1.0,103
108,106,0,4300646.0,4216476.0,4703181.0,1.0,102
109,116,0,4309013.0,4227425.5,4709771.0,1.0,106
110,127,0,4324630.5,4240767.0,4729251.5,1.0,116
111,132,0,4332302.0,4253363.0,4740868.5,1.0,127
112,147,0,4344474.0,4256620.5,4745880.5,1.0,132
113,161,0,4355607.0,4263716.5,4750575.5,1.0,147
114,184,0,4371450.5,4274304.0,4752829.5,1.0,161
115,188,0,4373239.5,4276845.0,4754224.0,1.0,184
116,230,0,4387864.5,4281798.5,4757646.0,1.0,188
117,267,0,4402263.0,4288923.5,4759716.5,1.0,230
118,322,0,4410575.5,4301720.0,4773505.5,1.0,267
119,310,0,4409419.5,4309021.0,4781724.0,1.0,322
120,336,0,4413982.0,4314495.5,4799177.0,1.0,310
121,347,0,4415357.0,4319626.5,4802325.5,1.0,336
122,379,0,4421997.5,4317542.5,4806150.0,1.0,347
123,427,192,4431513.0,4319359.0,4821017.0,1.0,379
124,445,64,4435919.5,4327888.0,4828880.5,1.0,427
125,415,0,4429247.5,4325431.0,4835794.5,1.0,445
126,298,0,4408693.0,4327874.5,4810064.0,1.0,347
127,281,0,4406380.5,4331527.0,4812329.5,1.0,298
128,320,0,4410482.0,4335183.0,4814013.0,1.0,281
129,366,0,4420146.0,4337622.5,4814997.5,1.0,320
130,205,0,4377114.5,4287105.0,4759646.0,1.0,188
131,199,0,4375919.5,4294646.0,4774497.5,1.0,205
132,211,0,4379521.0,4294400.0,4786572.0,1.0,199
133,207,0,4377724.0,4300937.0,4789345.0,1.0,211
134,221,0,4384896.0,4294402.0,4795267.0,1.0,211
135,233,0,4388200.5,4304138.0,4811083.5,1.0,221
136,231,160,4387880.5,4310816.0,4817013.0,1.0,233
137,237,64,4390255.5,4313267.0,4820415.5,1.0,231
138,239,64,4391583.5,4315118.5,4814068.0,1.0,237
139,253,0,4396107.0,4316247.5,4808157.5,1.0,239
140,268,0,4402825.5,4312058.0,4808333.5,1.0,253
141,325,0,4410989.5,4318066.0,4815829.5,1.0,268
142,357,0,4417747.5,4319355.0,4816009.5,1.0,325
143,360,0,4418935.0,4322407.5,4819978.0,1.0,357
144,365,0,4419568.0,4330322.0,4821993.5,1.0,360
145,363,0,4419560.0,4333359.0,4820982.0,1.0,365
146,364,0,4419560.0,4335784.5,4820122.5,1.0,363
147,378,0,4421943.0,4334300.5,4815025.0,1.0,364
148,354,0,4416825.5,4335175.5,4815044.5,1.0,363
149,338,0,4414411.5,4339351.0,4813197.0,1.0,354
150,329,0,4412419.5,4332415.5,4805197.0,1.0,338
151,386,0,4422849.0,4333152.0,4828372.5,1.0,365
152,246,0,4392654.0,4318142.0,4831829.5,1.0,237
153,261,0,4399841.5,4316906.0,4830255.5,1.0,246
154,300,0,4408786.5,4308353.0,4829825.5,1.0,261
155,303,0,4408810.0,4306861.0,4831454.5,1.0,300
156,304,0,4408825.5,4305368.5,4833083.5,1.0,303
157,315,0,4410075.5,4306904.0,4835954.5,1.0,304
158,287,192,4407575.5,4311458.5,4839704.5,1.0,315
159,271,64,4403388.0,4318573.5,4849646.0,1.0,287
160,299,0,4408763.0,4327238.0,4848661.5,1.0,271
161,314,0,4409974.0,4302308.0,4829915.5,1.0,304
162,339,0,4414677.0,4302890.0,4830880.5,1.0,314
163,388,0,4423114.5,4309618.5,4834197.0,1.0,339
164,395,0,4424614.5,4313872.5,4832849.0,1.0,388
165,423,0,4430279.0,4315859.0,4838759.5,1.0,395
166,305,160,4408864.5,4302386.0,4836345.0,1.0,304
167,279,0,4405364.5,4301687.0,4830853.0,1.0,305
168,297,0,4408497.5,4300650.0,4816333.5,1.0,279
169,292,192,4407888.0,4298859.0,4811447.0,1.0,297
170,341,64,4414747.5,4299874.5,4838736.0,1.0,305
171,112,0,4307427.0,4201861.0,4679595.0,1.0,103
172,120,0,4317364.5,4201234.0,4679114.5,1.0,112
173,130,0,4326318.0,4212816.0,4675677.0,1.0,120
174,137,0,4337677.0,4227417.5,4673685.0,1.0,130
175,153,0,4347833.5,4244482.0,4684544.5,1.0,137
176,162,0,4355607.0,4270032.5,4690263.0,1.0,153
177,165,0,4362161.5,4281239.5,4698415.5,1.0,162
178,177,0,4369341.5,4299261.0,4707279.0,1.0,165
179,229,160,4387841.5,4315079.5,4717427.0,1.0,177
180,259,64,4399810.0,4336894.0,4733001.5,1.0,229
181,307,0,4409302.0,4354111.0,4752786.5,1.0,259
182,348,0,4415474.0,4368677.0,4762669.5,1.0,307
183,387,0,4422880.5,4361866.5,4777189.0,1.0,348
184,409,0,4427904.0,4364425.5,4788361.0,1.0,387
185,405,0,4426708.5,4369292.5,4798224.0,1.0,409
186,380,0,4421997.5,4369275.0,4798193.0,1.0,405
187,342,0,4414849.0,4375364.5,4802122.5,1.0,380
188,326,0,4411177.0,4370081.5,4795271.0,1.0,342
189,328,0,4412333.5,4357798.5,4788525.0,1.0,326
190,351,0,4416568.0,4345437.0,4788486.0,1.0,328
191,367,0,4420646.0,4333382.5,4788372.5,1.0,351
192,323,0,4410599.0,4355464.5,4786376.5,1.0,328
193,302,0,4408802.0,4351794.5,4791318.0,1.0,323
194,301,0,4408794.5,4348757.5,4793271.0,1.0,302
195,283,0,4406411.5,4339277.0,4797247.5,1.0,301
196,288,192,4407591.5,4331833.5,4797212.5,1.0,283
197,316,64,4410138.0,4318870.5,4792779.0,1.0,288
198,269,0,4402880.5,4312050.5,4790478.0,1.0,316
199,332,0,4412974.0,4344222.0,4804193.0,1.0,302
200,355,0,4416864.5,4337989.5,4807040.5,1.0,332
201,426,0,4431482.0,4369907.5,4804064.0,1.0,405
202,446,192,4435935.0,4370439.0,4815521.0,1.0,426
203,471,64,4443888.0,4369282.5,4825943.0,1.0,446
204,501,0,4453427.0,4379029.0,4824771.0,1.0,471
205,534,0,4470349.0,4380013.0,4834450.5,1.0,501
206,539,0,4473911.5,4376157.5,4831853.0,1.0,534
207,527,0,4466130.5,4365009.5,4826841.5,1.0,539
208,521,0,4461958.5,4351566.0,4823849.0,1.0,527
209,444,0,4435685.0,4367345.0,4815005.5,1.0,446
210,453,0,4438068.0,4351736.0,4814989.5,1.0,444
211,440,0,4434700.5,4350499.5,4815509.5,1.0,453
212,432,0,4432630.5,4347978.0,4811989.5,1.0,440
213,447,0,4436177.0,4341241.5,4811786.5,1.0,453
214,438,0,4433950.5,4366261.0,4803204.5,1.0,426
215,455,0,4438622.5,4366239.5,4807087.5,1.0,438
216,464,0,4441638.0,4369527.0,4808111.0,1.0,455
217,465,0,4442763.0,4375806.0,4806302.0,1.0,464
218,12,0,4165028.75,4335863.0,4928739.5,1.0,13
219,15,0,4177591.25,4352806.0,4944810.0,1.0,12
220,17,0,4181169.5,4370152.0,4966310.0,1.0,15
221,18,0,4188911.5,4385708.5,4985056.0,1.0,17
222,19,0,4191482.0,4401568.0,5012728.0,1.0,18
223,21,0,4193036.5,4410107.0,5035064.0,1.0,19
224,22,0,4194904.0,4426519.0,5071048.5,1.0,21
225,25,0,4199325.5,4437468.5,5095720.0,1.0,22
226,28,0,4206818.0,4446745.5,5110552.0,1.0,25
227,34,0,4216966.5,4456257.5,5129364.5,1.0,28
228,38,0,4227755.5,4466450.5,5162978.0,1.0,34
229,41,0,4234310.0,4477474.0,5198536.5,1.0,38
230,44,0,4237419.5,4487909.5,5237775.0,1.0,41
231,50,0,4243872.5,4499564.0,5270697.0,1.0,44
232,53,0,4247458.5,4513587.5,5311029.0,1.0,50
233,60,0,4255802.0,4529993.5,5352021.0,1.0,53
234,64,0,4261193.0,4538532.5,5390435.0,1.0,60
235,65,0,4263388.0,4549503.5,5434763.0,1.0,64
236,69,0,4264857.0,4565382.5,5476388.0,1.0,65
237,73,0,4268364.5,4571419.5,5521548.5,1.0,69
238,76,0,4269669.5,4581698.5,5557978.0,1.0,73
239,79,0,4271357.0,4589671.5,5592868.5,1.0,76
240,70,0,4265419.5,4592695.0,5640439.0,1.0,79
241,66,0,4263575.5,4595777.0,5684755.5,1.0,70
242,71,0,4267779.0,4600034.5,5726341.5,1.0,66
243,74,0,4268404.0,4604286.5,5760618.5,1.0,71
244,80,0,4271950.5,4604882.5,5796431.0,1.0,74
245,75,0,4269599.0,4600007.5,5828161.5,1.0,80
246,83,0,4275591.5,4599673.5,5847954.5,1.0,75
247,88,0,4283396.0,4596392.0,5876572.0,1.0,83
248,91,0,4286880.5,4591491.5,5910173.5,1.0,88
249,93,0,4289911.5,4591114.5,5937868.5,1.0,91
250,97,0,4295279.0,4594532.5,5950677.0,1.0,93
251,117,0,4310607.0,4588450.5,5968509.5,1.0,97
252,123,0,4320966.5,4589050.5,5981372.5,1.0,117
253,131,0,4328482.0,4588601.0,6001697.0,1.0,123
254,136,0,4337185.0,4586630.5,6023880.5,1.0,131
255,150,0,4346661.5,4592974.0,6030775.0,1.0,136
256,151,0,4346677.0,4604167.5,6036720.0,1.0,150
257,163,0,4355622.5,4617904.0,6042579.5,1.0,151
258,152,0,4347021.0,4623173.5,6050536.5,1.0,163
259,166,0,4362185.0,4621341.5,6045583.5,1.0,163
260,172,0,4366638.0,4627431.0,6058450.5,1.0,166
261,192,0,4374154.0,4630472.0,6074267.0,1.0,172
262,210,0,4379349.0,4634448.5,6091751.5,1.0,192
263,222,64,4386247.5,4638386.0,6105517.0,1.0,210
264,235,0,4389357.0,4637976.0,6112892.0,1.0,222
265,250,0,4394810.0,4634798.5,6097029.0,1.0,235
266,240,0,4392029.0,4629282.5,6061407.5,1.0,250
267,214,0,4381302.0,4629226.0,6031736.0,1.0,240
268,187,0,4372974.0,4632277.0,6002118.5,1.0,214
