40927,39452,38157,41163,42111,39543,37452,36266,38127,40975,39306,38292,38276,39500,41544,36372,36347,36483,38168,41155,39977,38436,39023,41521,43248,41593,38720,38481,39840,42362,38736,37539,37086,37030,39304,38864,38413,38224,38622,39189,36768,36075,35434,37202,40494,38568,37438,37544,39869,42385,41794,40129,38563,38525,40967,39850,39468,37198,38750,40118,37590,38614,37763,37462,39991,36779,36601,35944,35900,38857,37497,36757,36933,39396,39900,41445,40388,40137,40200,41121,40736,40113,39656,39604,40071,38984,39393,38619,39475,40006,38286,37841,37003,36769,39360,38212,37271,37063,36750,39016,41970,42007,41984,42025,41499,42508,42299,41519,41363,40616,40538,40491,39867,39727,40737,39187,38533,38984,39074,39942,38504,37858,37713,38002,39744,1
13518,13352,13469,13238,13126,13686,13631,13019,12943,12893,13474,13577,13359,12836,12728,13311,13219,12969,13160,13009,13216,12994,12889,12886,12970,13404,13151,13775,13181,12908,13585,13391,13122,13122,12760,13448,13358,12930,12833,12571,13394,13258,12777,12746,12544,13002,13067,12940,12958,12698,13472,13028,13131,13259,13166,13404,13074,13131,13243,13120,13290,12868,12959,13036,12846,13089,13171,12947,13002,12592,12904,13347,13242,13112,12742,13704,13021,13052,13224,13380,13309,13189,13094,13001,13429,13070,12662,13009,13058,12983,13104,13056,12878,12936,12854,12949,12978,13133,12976,12872,13569,13240,13236,13241,13283,13187,13024,13171,13095,13323,13012,12823,12868,13131,12991,13075,12933,12701,12971,13074,13057,12902,12845,12780,12925,0
12394,12318,12241,12174,12264,12225,12270,12284,12290,12603,12190,12286,12337,12526,12950,12654,12789,13118,13444,13614,14019,14750,15284,15061,14322,12322,12412,12242,12089,12280,12286,12404,12383,12324,12708,12395,12462,12691,13047,13450,13034,13511,13961,14256,14520,14383,15752,16962,17229,16175,12166,12358,12228,12135,12276,12306,12478,12502,12715,12800,12485,12883,13656,14398,14527,13124,14065,15087,15605,16038,14234,16223,18222,19431,18490,12244,12429,12391,12523,12667,12335,12609,13100,13592,13580,12593,13338,14759,16079,16462,12968,14152,15885,16969,17554,13766,15341,16864,18509,18942,12589,12739,12918,13213,13411,12671,13226,13575,13836,14113,12543,13436,14688,15680,16348,13018,13862,14935,16586,17540,13329,13955,14559,15879,16425,1
12673,12584,12549,12484,12363,12436,12382,12364,12471,12377,12375,12318,12280,12198,12254,12380,12436,12240,12076,12234,12281,12344,12160,12091,12100,12705,12682,12551,12397,12333,12472,12391,12297,12338,12201,12351,12283,12213,12200,12221,12377,12414,12230,12091,12292,12327,12401,12240,12113,12192,12655,12634,12500,12295,12240,12486,12384,12179,12161,12055,12325,12290,12196,12252,12198,12425,12314,12273,12226,12281,12407,12351,12235,12169,12331,12504,12449,12755,12660,12274,12258,12246,12218,12140,12036,12350,12437,12258,12160,12025,12507,12362,12255,12219,12185,12404,12121,12227,12302,12454,12743,12937,12740,12408,12381,12636,12742,12448,12230,12213,12671,12639,12366,12251,12215,12559,12497,12368,12319,12324,12471,12364,12326,12334,12341,0
15531,17155,19453,22352,23465,17796,20001,22675,24538,23527,20469,22228,23039,22050,19825,20640,21722,21340,18280,15382,16624,17119,16860,15249,14130,15713,16815,18390,20458,21827,18674,20132,21651,22545,21146,21501,22577,22424,21374,19015,23143,23219,21705,18106,15110,19607,18861,17531,15541,14186,15297,15561,16169,17035,17976,18596,18773,18766,18508,17359,22157,21719,20084,18504,16784,24452,23029,20399,16895,14754,20986,19371,17289,15201,14071,14562,14210,14142,14242,14510,17508,16665,15687,14918,14295,21370,19559,17044,15379,14603,23786,21040,17864,15319,14311,20268,18334,16088,14455,13764,13852,13473,13265,13290,13015,15481,14583,13785,13407,13117,17678,15982,14337,13609,13418,20522,17451,14816,14005,13719,17840,15821,14146,13574,13261,1
12487,12200,12072,12006,11940,12140,12019,11864,11835,11905,12531,12218,11954,11892,11972,12444,12299,12106,11906,11973,12432,12475,12376,12123,12049,12363,12288,12085,12043,12034,12235,12293,12145,12040,12114,12520,12253,12174,12041,12181,12528,12350,12341,12308,12512,12683,12688,12388,12364,12584,12321,12198,12141,12027,12058,12238,12340,12293,12158,12124,12475,12422,12322,12297,12237,12574,12427,12541,12619,12588,12754,12957,12793,12774,12838,12391,12218,12255,12183,12142,12402,12449,12386,12231,12197,12433,12600,12455,12328,12300,12641,12511,12579,12605,12610,12824,12963,12793,12903,12945,12470,12358,12440,12409,12228,12586,12567,12486,12334,12276,12405,12683,12573,12329,12418,12696,12572,12500,12481,12647,12829,12733,12521,12813,12877,0
15104,17278,18807,19122,19593,18809,20981,21927,20882,20316,17929,20267,22232,21717,20048,15877,16444,18312,17163,17371,14023,13669,14469,13963,13147,16163,19061,21508,20867,20828,21707,24203,25293,23347,22141,21300,24121,25662,23801,20612,17734,18598,20254,18748,17602,14907,14440,15256,14411,13703,18206,19917,19676,20473,19601,25637,26288,24667,22855,21823,23687,25870,25953,22725,18823,20152,19744,20254,19002,16556,15173,14741,15477,14299,13528,18769,19059,17645,17543,16622,25352,23780,22150,20439,19135,27417,25752,24215,21392,17993,20448,19479,19769,18553,15738,15721,15095,15295,14243,13394,17177,17197,15789,15126,14253,22452,19820,18645,17137,15972,25929,22926,20499,18565,16639,19135,17790,17663,16957,14745,15685,14774,14478,13844,13532,1
12092,12120,12067,12344,11989,12215,12183,12199,12188,12182,12176,12093,12026,11822,12395,12052,12139,12175,12118,12425,11990,12168,11956,12571,12450,12084,12029,12094,12447,12070,12216,12029,12037,12335,12348,12241,12108,11896,11894,12284,12186,12234,12026,12262,12272,12046,12274,12019,12515,12245,12088,11904,12182,12067,12451,12227,11880,11957,12106,12708,12369,12044,12052,12038,12270,12377,12181,12214,12191,12128,12121,12186,12211,12217,12003,12101,11941,12202,11797,12084,12136,12003,12007,12219,12470,12424,12023,12068,12154,12150,12302,12083,12239,11934,12316,11842,12090,12067,12265,12041,12193,11965,12130,12238,12012,12250,12094,12032,12144,12243,12430,12066,12187,12250,12023,12346,12071,12229,12007,12039,12053,12056,12060,12104,12165,0
23682,24883,21788,18090,15410,23959,23908,21435,16757,15271,17055,16468,16887,14896,15018,12987,12924,13664,13690,13570,12425,12704,12640,13026,12933,23592,23940,20408,17090,14641,23188,24583,20312,16059,14900,17385,17625,16989,15195,14654,14468,13448,14066,14053,13793,12307,12580,12584,12972,12967,24194,21936,18008,15942,14261,23163,22335,17872,15175,14870,17194,17256,15950,14906,14389,14636,14053,13987,14201,13628,12470,12752,12797,13212,13075,23144,19603,16348,14876,13995,22673,20108,16441,14640,14859,16902,16577,15209,14447,14214,14510,14070,14005,13991,13445,12632,12849,13050,13325,13038,21269,17437,15430,14119,13637,21550,18607,15965,14555,14639,16338,15733,14886,14094,14123,14112,13898,14091,13544,13551,12749,12950,13220,13151,12849,1
12206,12238,12261,12251,12119,12068,12259,12187,11918,12288,12037,12136,12187,12262,12085,12168,12182,12063,12177,12319,12058,12124,12094,11911,12163,12196,12300,12280,12588,12207,12127,12274,12202,11953,12076,12124,12323,12330,12350,12087,12142,12187,12240,12169,12086,11954,12020,12273,11988,12146,12404,12342,12244,12533,12254,12207,12389,12294,12463,12122,12278,12179,12263,12183,11939,12118,12027,12237,12061,12001,12218,12065,12146,12294,12188,12292,12247,12220,12410,12348,12317,12408,12204,12493,12065,12408,12347,12341,12441,12119,12189,12211,12330,12321,12006,12061,12111,12048,12423,12052,12190,12137,12249,12446,12280,12258,12320,12317,12244,12034,12476,12422,12461,12273,12256,12274,12232,12670,12390,12059,11927,12178,12349,12409,12204,0
