64390,63025,60971,60054,61457,63465,62536,61966,61593,63526,64182,63868,64032,63993,64905,65319,65295,65221,65267,65520,65520,65520,65460,65469,65520,64706,63698,63267,62752,63606,61789,60950,64395,64119,64880,63606,63334,65217,65209,65425,65506,65520,65518,65512,65520,65520,65520,65519,65518,65520,61145,63001,64695,64525,64820,64533,64320,64653,64561,65211,64612,64956,65175,65178,65468,65323,65520,65520,65520,65520,65520,65520,65520,65520,65520,63140,64391,65290,65270,65364,64867,65277,65173,65142,65421,64688,65330,65377,65368,65499,65102,65468,65520,65520,65520,65321,65520,65520,65520,65520,64687,65359,65456,65467,65444,64878,65448,65496,65500,65472,64644,65408,65520,65520,65513,64986,65430,65520,65520,65520,64864,65505,65520,65520,65520,1
13112,12623,12277,12802,12514,13122,13402,12851,12401,12531,12803,13194,12594,12438,12627,13290,12832,12537,12826,12711,13507,12982,12719,12741,12436,13353,12600,12607,12957,12858,13037,13157,12505,12344,12743,13066,13130,12530,12486,12676,13298,12860,12720,12802,12659,13310,12746,12669,12711,12384,13316,12634,12642,12902,12778,13077,12852,12452,12402,12737,13335,12864,12547,12663,12693,13155,12739,12892,12709,12644,12892,12511,12618,12677,12314,13066,12719,12471,12692,12209,13201,12668,12690,12595,12342,13330,12746,12653,12758,12535,12864,12711,13003,12607,12604,12537,12483,12561,12749,12317,12952,12740,13070,12861,12394,13140,12605,12650,12749,12459,12845,13309,12711,12551,12577,12539,13155,13117,12538,12437,12816,12535,12445,12671,12452,0
14115,13418,13537,13031,12438,14344,13596,13929,13185,12493,14460,14373,14609,13685,12826,15875,15793,15016,13378,13062,16612,17031,15302,13462,13081,16475,15235,14961,13850,12828,16326,15677,15166,13875,13051,16015,15915,14685,13603,13122,17291,17043,15211,13793,13194,17098,16708,14980,13714,13293,16991,16564,15727,14026,12935,15749,16209,15151,13919,13189,15411,15732,14250,13674,13099,15768,15323,14319,13716,13155,15106,14742,14262,13694,13106,15932,16158,15192,13974,12873,14285,15083,14128,13714,13071,14097,14449,13488,13367,12798,13759,13504,13307,13362,12767,13204,13246,13445,13561,12735,14221,14476,13813,13753,12844,12954,13316,12865,13380,12950,12923,12937,12787,12765,12500,12464,12510,12656,12918,12274,12251,12601,12711,13269,12396,1
12279,12418,12279,12198,12251,12495,12360,12363,12310,12276,12699,12456,12306,12371,12324,12329,12217,12008,12174,12332,12351,12321,12067,12074,12128,12433,12378,12199,12161,12241,12388,12305,12400,12199,12193,12542,12340,12182,12252,12146,12087,12099,12070,12151,12253,12287,12206,12183,12077,12272,12475,12312,12195,12252,12326,12282,12199,12331,12160,12105,12358,12168,12105,12091,11930,12003,12094,12154,12068,12064,12114,12098,12179,12069,12346,12260,12251,12368,12407,12464,12164,12157,12216,12227,12097,12260,12137,12284,12205,12029,12159,12317,12208,12032,11999,11963,12098,12082,12051,12297,11961,11983,12087,12067,12167,11780,12018,12124,12203,12288,12302,12201,12353,12368,12281,12105,12218,12235,12064,12227,11979,11993,12151,12234,12065,0
17213,16484,15510,13837,13329,17238,16613,16444,14259,13149,15785,16013,14534,13238,13388,14736,14789,13764,13688,12900,14249,15234,14471,13255,12923,16541,16618,15727,13630,13052,18375,18363,16966,14495,13160,16576,17546,15800,13601,13314,16302,15973,14427,13888,13318,15626,16765,15035,13342,12847,14341,14098,13919,13857,12770,15920,16370,15301,13748,13300,15487,16156,14919,13860,12785,16407,17307,15578,14107,13423,16042,15815,15607,14029,12662,13349,12920,13003,13534,12800,13621,14118,13937,13365,13101,13789,13791,13679,13105,12760,14619,15409,14462,13760,13150,14416,13785,14538,13530,12779,12830,12535,12626,12894,12665,12668,12903,13098,13073,13123,12559,12419,12623,12443,12722,13156,13401,13172,13057,12879,12855,12530,13347,12863,12822,1
12224,12246,12184,12332,12311,12232,12367,12065,12037,12067,12188,12296,12112,12047,12151,11966,12106,12052,12127,12205,12069,12056,12062,12185,12039,12141,12199,12097,12307,12390,12222,12284,12071,12157,12218,12164,12140,12072,12098,12213,12168,12101,12072,12055,12230,12137,12079,12140,12120,12075,12123,12207,12075,12271,12253,12129,12242,12069,12166,12221,12145,12170,12143,12132,12178,12121,12074,12209,12110,12156,12071,12034,12179,12057,11998,12182,12304,12096,12191,12160,12067,12198,12089,12191,12240,12142,12222,12204,12157,12147,12149,12117,12243,12162,12137,12154,12116,12205,12069,12020,12267,12395,12146,12116,12225,12096,12121,12128,12289,12326,12159,12171,12177,12186,12178,12333,12217,12136,12157,12262,12419,12351,12270,12167,12229,0
15570,17935,17628,17400,15291,15914,17634,17451,16363,14821,16159,17493,17908,16052,14554,16737,17871,17638,16216,14122,17570,18022,16597,15639,13414,16125,17563,18554,18020,15811,16516,18680,18690,17469,15558,17090,19050,18777,16899,15011,16689,18336,19116,16760,14426,16788,18623,17821,15762,13673,14489,15877,16347,15627,14469,14776,16049,17244,16201,14844,14652,16211,17074,15776,14393,14637,15788,16598,14928,13981,14540,15321,15150,14271,13983,13346,13600,13990,13720,13513,13510,13617,14659,14191,13952,13067,13609,14466,14070,13665,13138,13591,14087,13613,13307,12930,13350,13200,13080,13464,12555,12330,12543,12663,12894,12689,12399,12856,12807,13282,12398,12357,12786,12844,13063,12401,12457,12576,12802,12768,12227,12383,12290,12424,12773,1
12333,12504,12504,12167,12058,12297,12335,12175,12110,12151,12174,12160,12192,12045,12070,12199,12222,12093,12019,11933,12222,12140,12156,12003,11963,12227,12373,12346,12380,12349,12302,12268,12310,12300,12287,12472,12451,12426,12254,12254,12432,12377,12275,12315,12301,12187,12193,12244,12264,12199,12304,12374,12326,12406,12406,12173,12265,12431,12579,12472,12281,12366,12382,12311,12247,12280,12221,12252,12406,12367,12093,12076,12201,12284,12335,12343,12387,12326,12354,12384,12167,12398,12417,12492,12424,12114,12231,12256,12205,12216,12080,12036,12127,12343,12252,12041,12065,12146,12218,12326,12276,12357,12321,12263,12320,12293,12560,12280,12052,12120,12183,12197,12153,12013,12217,12063,11999,12036,12234,12116,12045,12182,12145,12216,12239,0
15579,17543,17615,16429,15179,14992,16885,16503,15631,14667,14201,15827,15272,14747,14151,13448,14554,13870,13613,13360,13166,13639,13345,13166,13063,16550,18788,19834,18513,15838,15807,18497,18929,17924,15808,15344,17872,16965,16564,15472,14718,16948,15984,15129,14473,14335,15643,15356,14257,14133,15983,17418,19351,18843,15760,15633,17566,18567,17991,15761,15732,16945,17925,17878,15660,15487,18162,17774,17465,15180,15676,17377,17188,15376,14266,13746,14413,15189,15508,14583,14014,14229,15151,15270,14242,14732,14366,15069,15897,14405,14828,15217,15473,16220,14837,14908,16039,16148,15433,14460,12584,12781,12920,13291,13327,12786,12672,13055,13376,13122,13305,12844,13333,13802,13238,13408,13196,13564,14077,13673,13529,13955,14215,14204,13653,1
11996,12069,11887,11860,12038,11800,11926,11919,11884,12048,11814,11957,11971,12006,11881,11714,11853,11896,11968,12051,11741,11792,11942,11970,12196,11943,11923,11788,11784,11923,11963,12001,11979,11917,11957,12164,12120,11988,12033,11923,11938,12007,11918,11888,11851,11843,11932,11963,11998,12054,11809,11806,11841,11833,11966,11856,11903,11956,11988,11990,11931,12005,12005,12101,11967,11839,11883,11992,11858,11801,11843,12103,12046,11964,12024,11919,11848,11939,11965,11962,11833,11874,11958,11975,11914,11790,11887,11930,11969,11947,11850,11838,11880,11855,11998,11864,12068,12030,11930,12050,12034,11927,11966,12037,11969,11840,11844,11922,11904,11882,11803,11824,11863,11847,11924,11913,11858,11707,11852,12209,11899,11932,11917,11909,12025,0
