38089,1
12111,0
12872,1
12227,0
12126,1
12135,0
12225,1
12568,0
12220,1
11848,0
12245,1
12099,0
13054,1
12214,0
13018,1
12239,0
12684,1
11912,0
12204,1
11941,0
13551,1
12078,0
13558,1
11912,0
12239,1
12145,0
12093,1
12143,0
12161,1
12031,0
12145,1
13800,0
12261,1
12323,0
12035,1
11927,0
11989,1
12000,0
12182,1
12159,0
12190,1
12289,0
11994,1
12603,0
12206,1
12396,0
12399,1
12193,0
12357,1
12221,0
12455,1
12381,0
12586,1
12333,0
12098,1
12050,0
12335,1
11987,0
12232,1
12340,0
12324,1
12331,0
12237,1
12347,0
12645,1
12270,0
12383,1
12266,0
12551,1
12224,0
12330,1
12478,0
12369,1
12456,0
12729,1
12271,0
12388,1
12259,0
12160,1
12279,0
12371,1
12234,0
12453,1
12187,0
12257,1
12351,0
12302,1
12282,0
12268,1
12472,0
11976,1
12233,0
13011,1
12345,0
12358,1
12244,0
12339,1
12228,0
12181,1
12358,0
28239,1
12199,0
12330,1
12107,0
12224,1
12083,0
12380,1
12286,0
12283,1
11998,0
12389,1
12149,0
12023,1
12048,0
12144,1
12028,0
12257,1
12105,0
12248,1
12193,0
12120,1
12053,0
12117,1
12076,0
11946,1
12103,0
12007,1
12089,0
12114,1
12115,0
12312,1
12076,0
12188,1
12291,0
12088,1
12092,0
12525,1
12346,0
12204,1
12185,0
12279,1
12157,0
12131,1
12407,0
12328,1
12232,0
12300,1
12171,0
12226,1
12281,0
12248,1
12152,0
12132,1
12209,0
12431,1
12059,0
12405,1
12153,0
12084,1
12208,0
12219,1
12124,0
12120,1
12137,0
12116,1
12119,0
12430,1
12132,0
12328,1
12113,0
12126,1
11986,0
12146,1
12126,0
12260,1
12194,0
12139,1
12211,0
12236,1
12319,0
12053,1
12166,0
12128,1
12108,0
12072,1
12180,0
11965,1
12071,0
12105,1
12141,0
12207,1
12030,0
12208,1
12051,0
12152,1
12016,0
12181,1
12159,0
12020,1
12235,0
13444,1
12063,0
12143,1
12046,0
11999,1
11877,0
12261,1
12374,0
13058,1
12386,0
12267,1
12465,0
12267,1
12251,0
12108,1
12068,0
12157,1
12145,0
12117,1
12068,0
12125,1
12171,0
11972,1
12210,0
12137,1
12046,0
12143,1
12263,0
12270,1
12075,0
12017,1
11927,0
12020,1
12039,0
12210,1
12035,0
11942,1
12044,0
12145,1
12155,0
12066,1
12129,0
12053,1
11995,0
12131,1
12170,0
12077,1
12170,0
12035,1
12181,0
12134,1
12105,0
12083,1
12160,0
12239,1
11995,0
12186,1
12160,0
11863,1
12068,0
12240,1
12022,0
12171,1
12004,0
12072,1
12114,0
12146,1
11998,0
12289,1
11996,0
12030,1
12286,0
12144,1
12019,0
12113,1
12130,0
12225,1
12241,0
12016,1
12203,0
12023,1
12155,0
12330,1
12031,0
12058,1
12049,0
12197,1
12133,0
12412,1
12006,0
13270,1
11975,0
12249,1
11958,0
12024,1
12075,0
12048,1
11911,0
12088,1
12035,0
12435,1
12381,0
12367,1
12807,0
12243,1
12819,0
13478,1
12299,0
12294,1
12307,0
11965,1
12374,0
12228,1
12178,0
12169,1
12344,0
12405,1
12207,0
12094,1
11864,0
12365,1
12377,0
12133,1
12453,0
12378,1
12246,0
12367,1
12291,0
12216,1
12363,0
13314,1
12293,0
12303,1
12056,0
12490,1
12399,0
12562,1
12521,0
12377,1
12346,0
12337,1
12566,0
12186,1
12281,0
12451,1
12394,0
12258,1
12160,0
12156,1
12420,0
12218,1
12312,0
12061,1
12126,0
12233,1
12211,0
12012,1
12042,0
12134,1
12082,0
11913,1
12160,0
12026,1
12164,0
12219,1
12000,0
12033,1
12356,0
12175,1
12053,0
12139,1
12079,0
12183,1
12160,0
12141,1
12009,0
12110,1
11951,0
12009,1
12007,0
12088,1
12114,0
12280,1
12159,0
12274,1
12189,0
12152,1
12122,0
12358,1
12097,0
12225,1
12258,0
12394,1
12530,0
12284,1
12054,0
12092,1
11860,0
12175,1
12208,0
43825,1
12558,0
12834,1
12051,0
12696,1
12385,0
12994,1
12210,0
12326,1
12186,0
12638,1
12270,0
12225,1
12168,0
12216,1
12030,0
12109,1
12176,0
12134,1
12186,0
12269,1
12194,0
12175,1
12241,0
12925,1
12386,0
12315,1
12221,0
12400,1
12319,0
12406,1
12354,0
12324,1
12445,0
12288,1
12316,0
12400,1
12367,0
12247,1
12331,0
12044,1
12172,0
12119,1
12016,0
11940,1
11999,0
12105,1
12427,0
12308,1
12068,0
12286,1
12074,0
12090,1
11929,0
12112,1
12140,0
12142,1
12038,0
12098,1
11918,0
12109,1
12107,0
12232,1
11927,0
11972,1
12173,0
12199,1
12279,0
12106,1
12063,0
12275,1
12341,0
12157,1
