49779,50401,50899,48962,47080,50634,49181,50286,49302,47454,49807,49456,49539,48371,45326,49274,49312,47849,45380,44355,48889,49832,47966,45295,44167,48750,50247,51174,48318,47065,49111,50334,50806,48247,46085,48907,50268,49232,47960,45087,48675,49462,47604,46322,45447,48656,48628,47874,45939,44869,48826,49519,51254,49567,45818,49997,49231,49943,47982,45083,50196,50183,49140,47336,45510,49164,48893,47804,46967,45739,46784,47353,47562,46725,44737,48562,48977,49988,49176,46558,50084,48893,48968,48000,45772,50752,49872,49407,48042,46168,48724,47875,48271,47965,46248,44976,45904,47411,46686,45242,48203,48952,49594,48594,46929,49757,49404,48770,48187,46854,50312,49612,49223,48662,46970,47474,46688,48222,48676,47343,43786,44436,46968,46567,45973,1
12803,13083,12730,12461,12517,13192,12908,12712,12542,12642,12908,12407,12501,12427,12601,12800,12578,12399,12282,12482,12554,12792,12629,12417,12532,12731,12929,12607,12482,12358,12981,12563,12518,12461,12442,12849,12426,12548,12395,12540,12630,12663,12459,12321,12211,12496,12625,12655,12383,12471,12794,12737,12562,12499,12149,12794,12599,12558,12415,12507,12877,12657,12618,12474,12370,12576,12664,12654,12385,12473,12525,12738,12455,12315,12268,12668,12783,12515,12465,12381,12871,12704,12544,12306,12384,13054,12284,12519,12480,12181,12695,12580,12516,12281,12146,12491,12473,12314,12034,12079,12710,12870,12518,12387,12416,12622,12442,12423,12312,12320,12560,12229,12331,12388,12283,12659,12503,12229,12203,12102,12354,12155,12308,12231,12205,0
16206,15911,15761,14765,14910,15085,15338,15220,14810,14827,15098,15019,14634,14553,14852,14589,15040,14946,14638,14829,14598,15704,15681,15325,15289,19659,18617,18408,17125,16698,18019,17649,17786,17256,16675,17385,17353,17039,16823,16700,16514,17076,16901,16611,16440,16018,17544,17670,17092,16367,24838,23119,22492,20391,19053,22925,21855,21767,20716,19216,20872,20832,20654,19970,19120,19289,19291,19374,19191,18376,17445,18780,19171,18623,17445,30924,29327,27696,23690,21142,29736,28457,26355,23839,21572,25571,25525,24945,22727,20681,21886,21891,22362,21397,19892,18693,19263,19627,19739,18554,34851,32875,30519,26337,23193,32887,31969,30193,26756,23322,27756,28018,27490,24197,21577,24104,24308,24134,22555,20359,20519,21045,20960,20375,18591,1
12665,12369,12233,12418,12238,12307,12162,12219,12205,12060,11929,12160,12221,12078,12039,12115,12303,12070,11996,12038,12123,12097,11866,11855,12098,12485,12224,12093,12364,12263,12309,11968,12030,12342,12077,11900,12025,11949,12046,11987,12134,12240,12043,11924,11936,11987,12109,11984,11810,11993,12153,12122,12085,12214,12192,12108,11990,11992,12078,12050,11896,11979,11966,12096,11989,12048,12049,12008,11964,11892,12074,12003,12010,11890,11955,12142,12139,12250,12154,11965,11971,12145,12203,11982,11907,11941,12057,12174,12226,12110,11993,12089,12049,12032,11959,12103,12034,12035,11996,11941,12448,12125,12223,12196,12010,12026,12160,12282,12219,12154,12058,12284,12208,12266,12015,12034,12046,12037,12040,11907,11909,12048,12076,12038,11975,0
12286,12251,12364,12296,12123,12877,12868,12480,12303,12123,12733,12648,12705,12534,12339,12898,12989,12722,12388,12217,12900,12830,12470,12375,12215,12831,12664,12634,12424,12115,13291,13377,13182,12565,12089,13278,13205,13039,12401,12022,12713,12761,12699,12442,12136,12261,12258,12160,12277,12429,13373,13081,12774,12670,12241,13570,13805,13536,12618,12227,12901,12750,12722,12524,12086,12483,12250,12174,12168,12181,11891,12017,12226,12436,12568,13215,13209,12739,12502,12149,12963,13120,12937,12328,12164,12452,12420,12260,12178,12024,12338,12238,12204,12149,12135,11948,12076,12252,12117,12201,12954,12711,12437,12408,12210,12431,12461,12341,12298,12270,12076,12069,11986,11990,12006,12099,12084,12006,11971,12204,12010,11948,12050,12009,12008,1
11747,11848,11767,12230,12094,11898,11859,11648,11972,12238,11838,11807,11619,11939,12120,11855,11830,11845,11583,11902,11893,11789,11863,11736,11872,11921,11902,11804,11909,11987,11932,11868,11746,11907,12274,11923,11837,11761,11888,12216,11928,11884,11886,11686,12055,11919,11889,11787,11774,11946,11871,11922,12062,11825,11808,11913,11827,11789,11725,12028,11949,11766,11701,11728,12044,11924,11898,11787,11727,12038,11872,12161,11924,11748,11995,11687,11782,12041,12011,11863,11841,11854,11878,11727,11747,11908,11834,11807,11719,11784,11869,11997,11801,11685,11907,11810,12132,11865,11716,11948,11806,11819,11924,12231,11800,11736,11774,11992,12190,11888,11808,11781,11997,12139,11836,11849,11833,11884,11750,11862,11901,11851,11809,11879,12025,0
12701,12809,12755,12428,12279,13378,13660,13629,13088,12411,13560,13625,13664,12947,12326,13050,12996,12945,12414,12222,12509,12447,12174,12104,12216,13090,13290,13014,12540,12341,13585,13796,13680,13119,12482,13286,13106,13221,12698,12172,12567,12494,12375,12038,12063,12225,12165,11939,11978,12101,13259,13340,12805,12566,12427,13229,13331,13125,12973,12591,12551,12314,12514,12511,12149,12052,12057,12027,12092,12112,12033,11910,11860,11954,12026,13146,13171,12941,12868,12471,13407,13207,12826,12601,12363,12537,12203,12366,12353,12137,12289,12000,12119,12189,12051,12195,11949,11902,12080,12075,13301,13046,13184,13132,12537,13183,13020,12785,12600,12282,12276,12134,12343,12289,12285,12131,12120,12198,12115,12003,12138,12004,11926,11913,12053,1
11796,11999,12072,11922,12097,12063,12155,12010,12120,12067,12304,11919,11849,11818,11817,11788,11736,12032,12043,11814,11859,11914,12019,11966,11931,11911,11956,11996,11911,12026,11944,12048,12040,11997,12084,12163,11969,11876,11719,11944,11937,11845,12065,11900,11800,11973,11964,12174,12193,11850,11990,11981,11818,11872,11939,11871,11942,12267,12045,12017,12023,11991,12281,11828,12102,11963,11964,12104,12088,11806,11939,11989,12124,12217,11777,11933,12063,11984,11873,11903,11824,11969,12111,12044,12006,12048,11980,12063,11872,12121,12021,11992,12113,12046,11838,11978,12045,12170,12064,11798,11840,11934,11987,11917,11909,11835,11878,12033,12017,12057,12080,11969,11906,11811,12074,12040,12098,11989,11849,11899,12033,12006,11992,11939,11967,0
12207,12166,12387,12508,12654,12683,12471,12589,12581,12771,13201,12966,12745,12753,12702,13242,13184,12999,12811,12834,13447,13553,13512,13120,13047,12691,12692,12704,12687,12691,13613,13479,13202,12951,13059,14545,14385,13637,13081,13066,14404,14471,13875,13228,12840,14213,14437,14040,13275,12947,14067,14094,13570,12902,12719,14275,14702,14179,13128,13251,14102,14621,14397,13494,13156,13803,14068,13671,13106,12659,13319,13546,13118,12645,12346,14224,14148,13487,12682,12564,13828,13933,13474,12702,12691,13356,13550,13328,12869,12633,12818,12951,12775,12688,12632,12394,12559,12463,12374,12308,14013,13743,13135,12504,12437,13216,13146,12809,12510,12538,12578,12647,12463,12411,12455,12148,12269,12314,12381,12392,11954,12110,12176,12221,12202,1
11902,12064,12019,12025,12113,11745,11845,11995,12087,12008,11692,11937,12029,12070,12127,11791,12174,11979,12178,11847,12130,12153,12155,12085,11993,12060,12196,12036,12023,12169,11898,11902,12097,12063,12005,11941,11983,12042,11944,12077,11771,12134,12119,12038,11877,11936,12150,12227,12071,12046,11969,12307,11984,11934,12026,11808,12005,11984,12021,12030,11888,11995,11905,11905,12032,11882,11980,12095,12028,11895,11891,12069,12208,12052,12121,11993,12046,12094,11887,11736,11758,12314,12060,11938,12067,11874,11922,11973,12016,12163,12056,11817,12116,12052,11919,11954,11978,12073,11996,12051,12198,11841,12001,11855,11795,11926,12156,11979,11859,11993,12043,12095,11958,12159,12161,12124,11919,12010,12061,11660,12005,12083,12062,11976,12074,0
